ID транзакции;Категория;Сумма покупки;Кешбэк
-26284064_5843976;Такси, каршеринг;647,2;77,66
-26284064_5843998;Такси, каршеринг;1278,27;25,57
-26284064_5844046;Такси, каршеринг;2185;262,2
-26284064_5844111;Такси, каршеринг;1085,33;21,71
-26284064_5844123;Такси, каршеринг;925,6;18,51
-26284064_5844137;Такси, каршеринг;1501,67;30,03
-26284064_5844175;Такси, каршеринг;586,6;70,39
-26284064_5844190;Такси, каршеринг;638,07;31,9
-26284064_5844195;Такси, каршеринг;1111,4;133,37
-26284064_5844203;Такси, каршеринг;768,67;15,37
-26284064_5844219;Такси, каршеринг;1019,07;50,95
-26284064_5844231;Такси, каршеринг;1220,07;24,4
-26284064_5844240;Такси, каршеринг;1228,73;147,45
-26284064_5844241;Такси, каршеринг;1570,2;78,51
-26284064_5844244;Такси, каршеринг;1274,6;152,95
-26284064_5844264;Такси, каршеринг;829,4;99,53
-26284064_5844273;Такси, каршеринг;881,73;44,09
-26284064_5844288;Такси, каршеринг;1257,2;25,14
-26284064_5844304;Такси, каршеринг;1555,67;186,68
-26284064_5844341;Такси, каршеринг;1415,27;28,31
-26284064_5844356;Такси, каршеринг;937,47;18,75
-26284064_5844378;Такси, каршеринг;1214,67;145,76
-26284064_5844383;Такси, каршеринг;610,73;73,29
-26284064_5844412;Такси, каршеринг;2041,47;102,07
-26284064_5844434;Такси, каршеринг;890,73;17,81
-26284064_5844454;Такси, каршеринг;1163,8;139,66
-26284064_5844485;Такси, каршеринг;704,13;14,08
-26284064_5844509;Такси, каршеринг;938,4;18,77
-26284064_5844529;Такси, каршеринг;1185,2;23,7
-26284064_5844587;Такси, каршеринг;1143,8;22,88
-26284064_5844651;Такси, каршеринг;878,4;17,57
-26284064_5844718;Такси, каршеринг;987,33;118,48
-26284064_5844793;Такси, каршеринг;926,27;46,31
-26284064_5844827;Такси, каршеринг;1043,8;125,26
-26284064_5844853;Такси, каршеринг;1736;86,8
-26284064_5844868;Такси, каршеринг;1198,73;23,97
-26284064_5844922;Такси, каршеринг;1010,27;20,21
-26284064_5844992;Такси, каршеринг;3210,6;385,27
-26284064_5845024;Такси, каршеринг;997,6;19,95
-26284064_5845032;Такси, каршеринг;2715,07;54,3
-26284064_5845051;Такси, каршеринг;904;18,08
-26284064_5845083;Такси, каршеринг;1158,73;139,05
-26284064_5845124;Такси, каршеринг;797,4;95,69
-26284064_5845158;Такси, каршеринг;930;18,6
-26284064_5845190;Такси, каршеринг;1167,33;23,35
-26284064_5845205;Такси, каршеринг;1190,8;142,9
-26284064_5845222;Такси, каршеринг;1044;125,28
-26284064_5845233;Такси, каршеринг;1649,07;32,98
-26284064_5845307;Такси, каршеринг;916,27;18,33
-26493942_7905016;Развлечения;1428,8;171,46
-26493942_7905063;Развлечения;910,93;109,31
-26493942_7905091;Развлечения;1610,67;32,21
-26493942_7905127;Развлечения;3098,87;371,86
-26493942_7905157;Развлечения;834,13;100,1
-26493942_7905176;Развлечения;1740,13;208,82
-26493942_7905193;Развлечения;4041,73;80,83
-26493942_7905219;Развлечения;1299,6;25,99
-26493942_7905233;Развлечения;1201,6;144,19
-26493942_7905243;Развлечения;1352,53;27,05
-26493942_7905258;Развлечения;2611,67;52,23
-26493942_7905288;Развлечения;849,2;16,98
-26493942_7905299;Развлечения;1705,27;85,26
-26493942_7905327;Развлечения;3123;62,46
-26493942_7905361;Развлечения;1858,13;222,98
-26493942_7905415;Развлечения;1529;183,48
-26493942_7905461;Развлечения;1397,53;27,95
-26493942_7905505;Развлечения;1507;30,14
-26493942_7905543;Развлечения;2674,8;53,5
-26493942_7905578;Развлечения;1223,13;61,16
-26493942_7905601;Развлечения;954,07;114,49
-26493942_7905640;Развлечения;1358,87;163,06
-26493942_7905662;Развлечения;1772,8;212,74
-26493942_7905716;Развлечения;891,53;44,58
-26493942_7905748;Развлечения;1323,07;26,46
-26493942_7905808;Развлечения;1318,53;158,22
-26493942_7905863;Развлечения;911,4;109,37
-26493942_7905923;Развлечения;1284,13;154,1
-26493942_7905979;Развлечения;1183,87;23,68
-26493942_7906002;Развлечения;1250,2;150,02
-26493942_7906024;Развлечения;1504,47;180,54
-26493942_7906054;Развлечения;1474;29,48
-26493942_7906080;Развлечения;2009,8;40,2
-26493942_7906150;Развлечения;1471,33;29,43
-26493942_7906187;Развлечения;1136,13;56,81
-26493942_7906207;Развлечения;723;14,46
-26493942_7906222;Развлечения;1444,47;173,34
-26493942_7906245;Развлечения;745,27;14,91
-26493942_7906255;Развлечения;1346,47;161,58
-26493942_7906337;Развлечения;1092,07;21,84
-26493942_7906365;Развлечения;1585,07;31,7
-26493942_7906405;Развлечения;1215,53;24,31
-26493942_7906439;Развлечения;1267,27;152,07
-26493942_7906459;Развлечения;1957,6;234,91
-26493942_7906496;Развлечения;1541,27;30,83
-26493942_7906579;Развлечения;907,4;108,89
-26493942_7906582;Развлечения;1112,33;22,25
-26493942_7906606;Развлечения;1047,27;125,67
-26493942_7906641;Развлечения;1611,33;193,36
-26493942_7906674;Развлечения;843,13;101,18
-26493942_7906677;Развлечения;1594,8;191,38
-26493942_7906705;Развлечения;818,87;98,26
-26493942_7906710;Развлечения;979;117,48
-26493942_7906721;Развлечения;1318,87;158,26
-26493942_7906739;Развлечения;1251,13;150,14
-26493942_7906746;Развлечения;1006,13;120,74
-26493942_7906751;Развлечения;2796,47;335,58
-26493942_7906754;Развлечения;1189;142,68
-26493942_7906771;Развлечения;1137,4;136,49
-26493942_7906816;Развлечения;805,47;16,11
-26493942_7906820;Развлечения;2048,93;40,98
-26493942_7906864;Развлечения;4262,13;511,46
-26493942_7906868;Развлечения;1300,47;26,01
-26493942_7906900;Развлечения;1681,07;201,73
-26493942_7906911;Развлечения;2184,8;152,94
-26493942_7906954;Развлечения;2132,67;42,65
-26493942_7907000;Развлечения;1156,93;138,83
-26493942_7907015;Развлечения;1941,8;38,84
-26493942_7907070;Развлечения;822,93;98,75
-26493942_7907083;Развлечения;830,93;99,71
-26493942_7907113;Развлечения;1282,53;153,9
-26493942_7907135;Развлечения;1066,47;127,98
-26493942_7907150;Развлечения;1434,8;172,18
-26493942_7907205;Развлечения;1269,93;152,39
-26493942_7907207;Развлечения;1724,4;206,93
-26493942_7907261;Развлечения;1370,6;27,41
-26493942_7907302;Развлечения;1655,93;198,71
-26493942_7907357;Развлечения;1650,13;198,02
-26493942_7907412;Развлечения;1299,4;155,93
-26493942_7907462;Развлечения;1307;156,84
-26493942_7907544;Развлечения;860,27;17,21
-26493942_7907545;Развлечения;2036,53;244,38
-26493942_7907617;Развлечения;1078,73;129,45
-26493942_7907648;Развлечения;1123,87;22,48
-26493942_7907659;Развлечения;7990,13;399,51
-26493942_7907716;Развлечения;640,53;76,86
-26493942_7907740;Развлечения;971,6;19,43
-26493942_7907759;Развлечения;2299,93;275,99
-26493942_7907782;Развлечения;1426,87;28,54
-26493942_7907810;Развлечения;1660,47;199,26
-26493942_7907834;Развлечения;974,67;19,49
-26493942_7907862;Развлечения;1241,27;62,06
-26493942_7907875;Развлечения;929,27;18,59
-26493942_7907895;Развлечения;2010,87;241,3
-26493942_7907909;Развлечения;1514,33;181,72
-26493942_7907937;Развлечения;2074,73;248,97
-26493942_7907960;Развлечения;2551;51,02
-26493942_7907983;Развлечения;1244,07;24,88
-26493942_7908021;Развлечения;5303,47;106,07
-26493942_7908037;Развлечения;1100,27;55,01
-26493942_7908059;Развлечения;1282,07;25,64
-26493942_7908076;Развлечения;1368,8;68,44
-26493942_7908107;Развлечения;1135,87;22,72
-26493942_7908143;Развлечения;1112,47;133,5
-26493942_7908179;Развлечения;1152,53;23,05
-26493942_7908197;Развлечения;1748,87;209,86
-26493942_7908252;Развлечения;1532,33;183,88
-26493942_7908286;Развлечения;1220,93;24,42
-26493942_7908306;Развлечения;1243,93;24,88
-26493942_7908338;Развлечения;11707;1404,84
-26493942_7908407;Развлечения;1114,93;133,79
-26493942_7908450;Развлечения;3276;393,12
-26493942_7908508;Развлечения;1321,4;158,57
-26493942_7908561;Развлечения;929,8;18,6
-26493942_7908619;Развлечения;1100,07;22
-26493942_7908680;Развлечения;809,13;97,1
-26493942_7908728;Развлечения;639,07;76,69
-26493942_7908778;Развлечения;940,47;18,81
-26493942_7908830;Развлечения;1140,53;136,86
-26493942_7908856;Развлечения;1083,6;130,03
-26493942_7908875;Развлечения;1647,53;197,7
-26493942_7908972;Развлечения;906,47;108,78
-26493942_7909029;Развлечения;1158,67;139,04
-26493942_7909064;Развлечения;738,33;14,77
-26493942_7909106;Развлечения;1276,07;153,13
-26493942_7909116;Развлечения;1294,8;155,38
-26493942_7909146;Развлечения;1905,67;38,11
-26493942_7909233;Развлечения;1162,13;23,24
-26493942_7909269;Развлечения;1058,27;21,17
-26493942_7909284;Развлечения;1537,53;184,5
-26493942_7909414;Развлечения;2800,87;336,1
-26493942_7909451;Развлечения;849,73;101,97
-26493942_7909485;Развлечения;1561,2;187,34
-26493942_7909530;Развлечения;1078,6;129,43
-26493942_7909568;Развлечения;1142;137,04
-26493942_7909596;Развлечения;890,33;17,81
-26493942_7909623;Развлечения;922,67;110,72
-26493942_7909644;Развлечения;1617;194,04
-26493942_7909679;Развлечения;897,6;107,71
-26493942_7909691;Развлечения;943,87;47,19
-26493942_7909735;Развлечения;631,73;12,63
-26493942_7909765;Развлечения;1081,13;129,74
-26493942_7909851;Развлечения;862,8;17,26
-26493942_7909882;Развлечения;965,2;19,3
-26493942_7909921;Развлечения;1161,8;23,24
-26493942_7909975;Развлечения;997,27;119,67
-26493942_7909985;Развлечения;1070,87;128,5
-26493942_7910032;Развлечения;1322,93;158,75
-26493942_7910097;Развлечения;1286,33;25,73
-26493942_7910123;Развлечения;1604,2;32,08
-26493942_7910147;Развлечения;1156,2;23,12
-26493942_7910220;Развлечения;1454,07;29,08
-26493942_7910239;Развлечения;67340,2;8080,82
-26493942_7910278;Развлечения;1263,6;151,63
-26493942_7910319;Развлечения;1236,87;24,74
-26493942_7910332;Развлечения;1068,33;128,2
-26493942_7910363;Развлечения;1232,13;24,64
-26493942_7910389;Развлечения;1016,8;122,02
-26493942_7910435;Развлечения;965,73;115,89
-26493942_7910458;Развлечения;1449;173,88
-26493942_7910477;Развлечения;1872,53;224,7
-26493942_7910486;Развлечения;1078,33;21,57
-26493942_7910518;Развлечения;1193,53;143,22
-26493942_7910524;Развлечения;1571,67;31,43
-26493942_7910550;Развлечения;1226,4;85,85
-26493942_7910576;Развлечения;920,73;110,49
-26493942_7910612;Развлечения;1490,67;29,81
-26493942_7910662;Развлечения;1876;225,12
-26493942_7910700;Развлечения;914;18,28
-26493942_7910720;Развлечения;828,53;16,57
-26493942_7910756;Развлечения;1268,87;25,38
-26493942_7910803;Развлечения;1186;142,32
-26493942_7910859;Развлечения;687,4;34,37
-26493942_7910912;Развлечения;1052,67;21,05
-26493942_7910939;Развлечения;762,6;91,51
-26493942_7910958;Развлечения;942,93;18,86
-26493942_7910990;Развлечения;1699,93;203,99
-26493942_7911005;Развлечения;2115;42,3
-26493942_7911019;Развлечения;850,87;17,02
-26493942_7911037;Развлечения;987,2;49,36
-26493942_7911062;Развлечения;7934,07;158,68
-26493942_7911071;Развлечения;908;18,16
-26493942_7911100;Развлечения;923,8;18,48
-26493942_7911105;Развлечения;944,27;18,89
-26493942_7911110;Развлечения;1265,33;25,31
-26493942_7911122;Развлечения;1665,07;33,3
-26493942_7911129;Развлечения;9874,53;197,49
-26493942_7911150;Развлечения;1158,4;23,17
-26493942_7911164;Развлечения;1336,6;26,73
-26493942_7911182;Развлечения;1147,07;22,94
-26493942_7911196;Развлечения;2727,47;327,3
-26493942_7911213;Развлечения;1729,93;34,6
-26493942_7911242;Развлечения;1663,73;33,27
-26493942_7911264;Развлечения;1533,6;30,67
-26493942_7911291;Развлечения;1115,27;22,31
-26493942_7911330;Развлечения;1184;23,68
-26493942_7911357;Развлечения;2037,73;40,75
-26493942_7911404;Развлечения;1056,47;126,78
-26493942_7911453;Развлечения;11553,93;577,7
-26493942_7911492;Развлечения;779,33;93,52
-26493942_7911539;Развлечения;1722,33;34,45
-26493942_7911572;Развлечения;1611,07;32,22
-26493942_7911596;Развлечения;1060,87;21,22
-26493942_7911624;Развлечения;981,93;19,64
-26493942_7911646;Развлечения;1121;22,42
-26493942_7911666;Развлечения;728,47;36,42
-26493942_7911686;Развлечения;801,47;96,18
-26493942_7911733;Развлечения;1712,33;205,48
-26493942_7911802;Развлечения;2284,33;45,69
-26493942_7911820;Развлечения;1336,27;160,35
-26493942_7911834;Развлечения;1474,87;176,98
-26493942_7911887;Развлечения;1586,93;31,74
-26493942_7911945;Развлечения;1276,27;153,15
-26493942_7912022;Развлечения;769,13;15,38
-26493942_7912054;Развлечения;1432,2;28,64
-26493942_7912105;Развлечения;937,13;112,46
-26493942_7912160;Развлечения;2480,07;49,6
-26493942_7912196;Развлечения;962,33;19,25
-26493942_7912238;Развлечения;1033,47;124,02
-26493942_7912276;Развлечения;1073,6;128,83
-26493942_7912340;Развлечения;1273,07;25,46
-26493942_7912356;Развлечения;1854,07;222,49
-26493942_7912440;Развлечения;1242,13;24,84
-26493942_7912484;Развлечения;1699,8;84,99
-26493942_7912565;Развлечения;1142,8;137,14
-26493942_7912620;Развлечения;1145;137,4
-26493942_7912661;Развлечения;1589,93;31,8
-26493942_7912677;Развлечения;10906,4;1308,77
-26493942_7912749;Развлечения;3795,47;455,46
-26493942_7912817;Развлечения;1170,6;23,41
-26493942_7912850;Развлечения;1757,93;123,06
-26493942_7912894;Развлечения;1260,67;151,28
-26493942_7912951;Развлечения;1405,93;168,71
-26493942_7913009;Развлечения;1043,47;125,22
-26493942_7913020;Развлечения;1457,07;29,14
-26493942_7913034;Развлечения;1269,53;25,39
-26493942_7913087;Развлечения;2867,4;344,09
-26493942_7913138;Развлечения;1215,27;24,31
-26493942_7913183;Развлечения;991,67;49,58
-26493942_7913262;Развлечения;11189,07;1342,69
-26493942_7913314;Развлечения;850;102
-26493942_7913360;Развлечения;1658,47;199,02
-26493942_7913380;Развлечения;1666,4;199,97
-26493942_7913450;Развлечения;1123,93;22,48
-26493942_7913454;Развлечения;1364,87;68,24
-26493942_7913498;Развлечения;1074,4;128,93
-26493942_7913540;Развлечения;1820,53;218,46
-26493942_7913592;Развлечения;729,6;14,59
-26493942_7913594;Развлечения;1602,6;32,05
-26493942_7913631;Развлечения;1386,53;97,06
-26493942_7913656;Развлечения;972,47;116,7
-26493942_7913733;Развлечения;1071,73;75,02
-26493942_7913735;Развлечения;1573,6;31,47
-26493942_7913792;Развлечения;755,87;15,12
-26493942_7913811;Развлечения;1122,07;78,54
-26493942_7913845;Развлечения;1284,73;154,17
-26493942_7913847;Развлечения;1169,4;140,33
-26493942_7913912;Развлечения;10883,67;544,18
-26493942_7913978;Развлечения;1565,47;31,31
-26493942_7914049;Развлечения;753,6;15,07
-26493942_7914163;Развлечения;756,07;15,12
-26493942_7914193;Развлечения;2206,07;264,73
-26493942_7914222;Развлечения;1269,8;63,49
-26493942_7914242;Развлечения;643,27;77,19
-26493942_7914269;Развлечения;850,13;17
-26493942_7914307;Развлечения;662,53;13,25
-26493942_7914328;Развлечения;940,6;112,87
-26493942_7914349;Развлечения;1122;22,44
-26493942_7914371;Развлечения;770,27;53,92
-26493942_7914404;Развлечения;854,67;17,09
-26493942_7914430;Развлечения;1259,93;25,2
-26493942_7914456;Развлечения;1511,27;181,35
-26493942_7914482;Развлечения;1108,67;133,04
-26493942_7914507;Развлечения;1238,4;24,77
-26493942_7914543;Развлечения;1323,2;158,78
-26493942_7914593;Развлечения;1661,6;33,23
-26493942_7914617;Развлечения;1593,6;191,23
-26493942_7914658;Развлечения;2117;254,04
-26493942_7914708;Развлечения;1028,13;20,56
-26493942_7914758;Развлечения;968,33;19,37
-26493942_7914806;Развлечения;1137,33;22,75
-26493942_7914860;Развлечения;2003,2;100,16
-26493942_7914902;Развлечения;2699,67;323,96
-26493942_7914948;Развлечения;2087,47;250,5
-26493942_7915002;Развлечения;1114,47;22,29
-26493942_7915062;Развлечения;957,87;19,16
-26493942_7915116;Развлечения;1158,6;23,17
-26493942_7915139;Развлечения;1923,07;230,77
-26493942_7915211;Развлечения;1418,13;170,18
-26493942_7915281;Развлечения;1695;203,4
-26493942_7915406;Развлечения;2256;270,72
-26493942_7915477;Развлечения;1070,53;53,53
-26493942_7915525;Развлечения;2013,73;241,65
-26493942_7915573;Развлечения;2384,27;47,69
-26493942_7915625;Развлечения;1008,27;120,99
-26493942_7915725;Развлечения;934,8;112,18
-26493942_7915743;Развлечения;1788;214,56
-26493942_7915814;Развлечения;1002,47;20,05
-26493942_7915872;Развлечения;908,27;18,17
-26493942_7915946;Развлечения;1345,33;26,91
-26493942_7915985;Развлечения;2421,53;48,43
-26493942_7916073;Развлечения;924,27;18,49
-26493942_7916147;Развлечения;722,53;36,13
-26493942_7916189;Развлечения;967,67;19,35
-26493942_7916203;Развлечения;792,33;15,85
-26493942_7916230;Развлечения;1441,4;172,97
-26493942_7916263;Развлечения;1352,53;27,05
-26493942_7916278;Развлечения;863,33;103,6
-26493942_7916290;Развлечения;944,93;113,39
-26493942_7916301;Развлечения;974,13;116,9
-26493942_7916316;Развлечения;1103,8;132,46
-26493942_7916337;Развлечения;899,4;107,93
-26493942_7916345;Развлечения;13584,87;1630,18
-26493942_7916362;Развлечения;707,4;14,15
-26493942_7916391;Развлечения;702,47;14,05
-26493942_7916422;Развлечения;707,33;14,15
-26493942_7916438;Развлечения;1560;31,2
-26493942_7916493;Развлечения;962,07;19,24
-26493942_7916497;Развлечения;1517,67;182,12
-26493942_7916506;Развлечения;945,33;47,27
-26493942_7916551;Развлечения;1383,6;166,03
-26493942_7916593;Развлечения;845,87;16,92
-26493942_7916623;Развлечения;1228,73;147,45
-26493942_7916665;Развлечения;923,2;18,46
-26493942_7916689;Развлечения;73441,6;8812,99
-26493942_7916725;Развлечения;1537,33;30,75
-26493942_7916778;Развлечения;1085,87;21,72
-26493942_7916792;Развлечения;821,93;16,44
-26493942_7916834;Развлечения;1344;26,88
-26493942_7916898;Развлечения;1454,47;29,09
-26493942_7916903;Развлечения;1065,6;21,31
-26493942_7916967;Развлечения;811,87;97,42
-26493942_7917003;Развлечения;871,2;17,42
-26493942_7917067;Развлечения;1886;37,72
-26493942_7917111;Развлечения;1387,47;166,5
-26493942_7917157;Развлечения;1481,47;29,63
-26493942_7917160;Развлечения;1392,93;167,15
-26493942_7917187;Развлечения;1228,73;147,45
-26493942_7917228;Развлечения;767,87;15,36
-26493942_7917272;Развлечения;1729,8;207,58
-26493942_7917321;Развлечения;1049,67;125,96
-26493942_7917347;Развлечения;2425,93;48,52
-26493942_7917379;Развлечения;806,53;96,78
-26493942_7917409;Развлечения;1262;151,44
-26493942_7917416;Развлечения;969,8;67,89
-26493942_7917433;Развлечения;723,47;14,47
-26493942_7917443;Развлечения;1214,2;145,7
-26493942_7917453;Развлечения;1282,67;25,65
-26493942_7917465;Развлечения;1616,13;193,94
-26493942_7917500;Развлечения;797,73;95,73
-26493942_7917558;Развлечения;700,13;84,02
-26493942_7917581;Развлечения;1200,6;144,07
-26493942_7917595;Развлечения;809,53;97,14
-26493942_7917598;Развлечения;1116,4;133,97
-26493942_7917609;Развлечения;1103,6;22,07
-26493942_7917628;Развлечения;1226,47;147,18
-26493942_7917639;Развлечения;1012,4;121,49
-26493942_7917672;Развлечения;2079,87;249,58
-26493942_7917702;Развлечения;2501,13;50,02
-26493942_7917730;Развлечения;902,4;18,05
-26493942_7917759;Развлечения;1032,93;20,66
-26493942_7917771;Развлечения;5692,73;683,13
-26493942_7917800;Развлечения;1104,6;22,09
-26493942_7917827;Развлечения;1616,6;193,99
-26493942_7917861;Развлечения;1230,93;86,17
-26493942_7917889;Развлечения;3091,53;61,83
-26493942_7917932;Развлечения;7053,67;141,07
-26493942_7917960;Развлечения;1200,6;24,01
-26493942_7918009;Развлечения;1959,87;235,18
-26493942_7918042;Развлечения;974,47;19,49
-26493942_7918068;Развлечения;1041,93;20,84
-26493942_7918098;Развлечения;1899,07;227,89
-26493942_7918140;Развлечения;1397,67;167,72
-26493942_7918186;Развлечения;1045,6;20,91
-26493942_7918249;Развлечения;1634,73;196,17
-26493942_7918261;Развлечения;1267;25,34
-26493942_7918327;Развлечения;1339,2;160,7
-26493942_7918363;Развлечения;1746;34,92
-26493942_7918440;Развлечения;2277,73;273,33
-26493942_7918511;Развлечения;1169,4;58,47
-26493942_7918557;Развлечения;1431,07;171,73
-26493942_7918626;Развлечения;2842,87;341,14
-26493942_7918647;Развлечения;1605,67;192,68
-26493942_7918653;Развлечения;1846,4;221,57
-26493942_7918682;Развлечения;1127,27;135,27
-26493942_7918728;Развлечения;511,73;10,23
-26493942_7918752;Развлечения;1349,07;161,89
-26493942_7918764;Развлечения;900;18
-26493942_7918778;Развлечения;974,6;116,95
-26493942_7918829;Развлечения;727,8;14,56
-26493942_7918830;Развлечения;1208,47;24,17
-26493942_7918877;Развлечения;1404,67;168,56
-26493942_7918901;Развлечения;924,87;18,5
-26493942_7918907;Развлечения;1101,47;22,03
-26493942_7918957;Развлечения;1101,13;132,14
-26493942_7919001;Развлечения;992,53;119,1
-26493942_7919021;Развлечения;853,6;102,43
-26493942_7919047;Развлечения;1136,73;22,73
-26493942_7919094;Развлечения;750,6;90,07
-26493942_7919105;Развлечения;1259,07;88,13
-26493942_7919125;Развлечения;1493,53;29,87
-26493942_7919147;Развлечения;927,8;46,39
-26493942_7919202;Развлечения;1205,87;24,12
-26493942_7919231;Развлечения;2127,8;42,56
-26493942_7919232;Развлечения;1993,33;39,87
-26493942_7919272;Развлечения;573,53;11,47
-26493942_7919275;Развлечения;1703,33;204,4
-26493942_7919323;Развлечения;1422;170,64
-26493942_7919327;Развлечения;903,47;108,42
-26493942_7919361;Развлечения;892,93;107,15
-26493942_7919399;Развлечения;901,93;45,1
-26493942_7919426;Развлечения;1991;39,82
-26493942_7919427;Развлечения;2510,73;125,54
-26493942_7919460;Развлечения;905,33;108,64
-26493942_7919468;Развлечения;969,8;19,4
-26493942_7919470;Развлечения;2068,73;144,81
-26493942_7919503;Развлечения;1200,53;144,06
-26493942_7919517;Развлечения;9019,2;1082,3
-26493942_7919540;Развлечения;745,87;89,5
-26493942_7919587;Развлечения;592,8;11,86
-26493942_7919589;Развлечения;1091,27;130,95
-26493942_7919627;Развлечения;1099,53;131,94
-26493942_7919638;Развлечения;732,47;87,9
-26493942_7919675;Развлечения;1433,93;172,07
-26493942_7919712;Развлечения;871,73;104,61
-26493942_7919717;Развлечения;938,13;18,76
-26493942_7919729;Развлечения;1446,27;28,93
-26493942_7919762;Развлечения;697,4;83,69
-26493942_7919798;Развлечения;1147,13;22,94
-26493942_7919827;Развлечения;1389,33;166,72
-26493942_7919848;Развлечения;1651;33,02
-26493942_7919872;Развлечения;631,93;12,64
-26493942_7919898;Развлечения;597,67;11,95
-26493942_7919919;Развлечения;1264;151,68
-26493942_7919933;Развлечения;1410,73;169,29
-26493942_7919953;Развлечения;1100,13;132,02
-26493942_7919979;Развлечения;898,27;44,91
-26493942_7919996;Развлечения;688,47;13,77
-26493942_7920016;Развлечения;1059,93;127,19
-26493942_7920035;Развлечения;1110,73;22,21
-26493942_7920057;Развлечения;1860,67;37,21
-26493942_7920066;Развлечения;1162,8;23,26
-26493942_7920114;Развлечения;12253,47;245,07
-26493942_7920138;Развлечения;954,73;114,57
-26493942_7920176;Развлечения;1611,6;80,58
-26493942_7920199;Развлечения;1087,73;21,75
-26493942_7920209;Развлечения;2162,13;43,24
-26493942_7920221;Развлечения;1197,4;23,95
-26493942_7920234;Развлечения;3429,4;68,59
-26493942_7920243;Развлечения;1138,53;22,77
-26493942_7920264;Развлечения;1293,4;25,87
-26493942_7920296;Развлечения;1971,27;39,43
-26493942_7920337;Развлечения;1090,6;54,53
-26493942_7920351;Развлечения;932,53;111,9
-26493942_7920376;Развлечения;2441,53;292,98
-26493942_7920418;Развлечения;1318,47;158,22
-26493942_7920449;Развлечения;1152,07;23,04
-26493942_7920472;Развлечения;1438,47;172,62
-26493942_7920493;Развлечения;1179,2;58,96
-26493942_7920514;Развлечения;1661,93;199,43
-26493942_7920551;Развлечения;1603,53;32,07
-26493942_7920558;Развлечения;1661;33,22
-26493942_7920629;Развлечения;847,8;169,56
-26493942_7920664;Развлечения;1245,73;24,91
-26493942_7920677;Развлечения;994,87;19,9
-26493942_7920699;Развлечения;1009,67;20,19
-26493942_7920726;Развлечения;958,53;19,17
-26493942_7920730;Развлечения;860,8;103,3
-26493942_7920741;Развлечения;1176,67;141,2
-26493942_7920747;Развлечения;1441,13;172,94
-26493942_7920760;Развлечения;1880,4;37,61
-26493942_7920787;Развлечения;1421;28,42
-26493942_7920824;Развлечения;1183,8;142,06
-26493942_7920865;Развлечения;1233,8;148,06
-26493942_7920877;Развлечения;947,67;113,72
-26493942_7920905;Развлечения;8196,87;163,94
-26493942_7920948;Развлечения;900,47;18,01
-26493942_7920987;Развлечения;1013,87;121,66
-26493942_7921070;Развлечения;3351;402,12
-26493942_7921134;Развлечения;951,13;19,02
-26493942_7921141;Развлечения;1199,4;143,93
-26493942_7921160;Развлечения;1314,67;26,29
-26493942_7921170;Развлечения;809,87;97,18
-26493942_7921180;Развлечения;794,6;15,89
-26493942_7921200;Развлечения;1226,2;147,14
-26493942_7921207;Развлечения;3753,53;75,07
-26493942_7921208;Развлечения;1288,27;154,59
-26493942_7921219;Развлечения;846,8;101,62
-26493942_7921227;Развлечения;1046,33;52,32
-26493942_7921243;Развлечения;2300,53;276,06
-26493942_7921271;Развлечения;1133,8;56,69
-26493942_7921295;Развлечения;1243,27;149,19
-26493942_7921320;Развлечения;1458,8;175,06
-26493942_7921346;Развлечения;986,87;49,34
-26493942_7921381;Развлечения;1236,73;24,73
-26493942_7921442;Развлечения;2668,87;53,38
-26493942_7921504;Развлечения;1111,07;77,77
-26493942_7921507;Развлечения;1778,13;213,38
-26493942_7921552;Развлечения;1133,67;136,04
-26493942_7921571;Развлечения;953,53;114,42
-26493942_7921596;Развлечения;1324,6;26,49
-26493942_7921608;Развлечения;2182,8;152,8
-26493942_7921638;Развлечения;1510,73;181,29
-26493942_7921727;Развлечения;1321,8;158,62
-26493942_7921740;Развлечения;1298,2;155,78
-26493942_7921807;Развлечения;11848,4;1421,81
-26493942_7921853;Развлечения;1398,4;27,97
-26493942_7921868;Развлечения;1611,4;193,37
-26493942_7921949;Развлечения;1718,93;206,27
-26493942_7922018;Развлечения;6564,53;131,29
-26493942_7922024;Развлечения;1371,53;27,43
-26493942_7922072;Развлечения;8965,73;1075,89
-26493942_7922146;Развлечения;1063,4;21,27
-26493942_7922203;Развлечения;930,67;18,61
-26493942_7922253;Развлечения;1896,07;37,92
-26493942_7922266;Развлечения;1348,4;161,81
-26493942_7922291;Развлечения;819,4;98,33
-26493942_7922330;Развлечения;1053,47;126,42
-26493942_7922336;Развлечения;1132,47;135,9
-26493942_7922351;Развлечения;1155,13;138,62
-26493942_7922380;Развлечения;1436,07;172,33
-26493942_7922430;Развлечения;1435,93;172,31
-26493942_7922456;Развлечения;1353,67;27,07
-26493942_7922468;Развлечения;3408,33;409
-26493942_7922508;Развлечения;937,87;18,76
-26493942_7922526;Развлечения;1284,87;25,7
-26493942_7922549;Развлечения;1401,73;28,03
-26493942_7922567;Развлечения;1438,33;28,77
-26493942_7922590;Развлечения;889,6;17,79
-26493942_7922610;Развлечения;1545,47;30,91
-26493942_7922628;Развлечения;1433,53;71,68
-26493942_7922645;Развлечения;1817,67;36,35
-26493942_7922684;Развлечения;1716,73;34,33
-26493942_7922720;Развлечения;1859,4;37,19
-26493942_7922779;Развлечения;2679,13;53,58
